the,6811
and,3448
a,3434
to,3253
of,3228
I,2880
is,2341
this,1940
in,1874
it,1863
was,1687
that,1544
movie,1313
not,1069
for,1064
The,1051
with,920
have,845
on,826
as,818
but,789
you,778
be,677
are,592
like,540
so,532
This,528
they,521
my,504
at,500
film,493
one,462
just,458
would,454
or,447
all,447
about,429
from,405
by,397
It,375
an,373
out,369
has,347
who,335
had,333
movie.,330
no,327
her,324
if,316
even,314
were,311
what,306
because,303
very,298
more,292
DVD,291
his,289
he,284
only,283
good,280
when,277
it.,271
will,270
get,265
watch,253
some,253
see,250
been,250
don't,248
me,248
up,246
than,245
do,236
really,229
your,229
any,227
could,226
people,225
much,224
it's,219
time,218
there,218
If,216
which,216
she,216
can,215
make,214
did,211
bad,208
we,206
other,204
-,200
movies,191
story,184
never,182
made,180
their,178
know,177
should,177
didn't,175
then,175
how,175
first,172
ever,169
"movie,",166
i,164
think,162
into,162
Joan,156
A,154
its,150
too,148
I'm,146
way,145
after,144
many,142
better,142
most,140
off,138
But,138
great,138
being,138
got,137
does,137
There,137
And,136
play,136
watching,134
am,134
going,132
version,132
Not,131
want,128
film.,127
them,126
In,124
It's,124
waste,123
say,123
video,121
seen,118
why,117
love,116
old,115
little,113
such,112
where,111
worst,111
nothing,110
find,108
scene,108
acting,107
these,107
real,106
go,106
thought,105
through,105
plot,105
two,105
actually,105
What,104
also,104
over,103
can't,101
something,101
back,99
quality,98
original,98
buy,97
same,97
give,96
few,95
money,95
horror,95
well,93
"it,",93
My,92
characters,91
doesn't,90
&,90
game,88
character,87
look,87
those,86
another,84
They,84
Amazon,82
read,82
watched,81
NOT,81
films,80
I've,79
poor,79
every,79
dvd,79
thing,78
We,78
"film,",78
Resident,78
He,77
own,76
scenes,76
him,76
So,75
whole,74
found,74
2,74
years,73
wasn't,73
saw,73
bought,73
new,73
since,72
couldn't,72
makes,72
time.,71
put,71
now,71
before,71
Don't,69
down,69
believe,69
part,69
director,68
worth,67
end,67
best,67
isn't,67
looking,67
things,67
still,66
For,66
Evil,66
sure,65
take,65
full,65
You,65
least,65
pretty,64
almost,64
action,63
last,63
sound,63
fact,63
disc,63
half,63
"""The",62
far,62
while,61
book,61
here,61
long,61
making,61
picture,61
review,60
special,60
wanted,60
big,60
THE,60
might,59
true,59
feel,58
away,58
right,58
try,58
completely,58
someone,58
minutes,57
actors,57
must,57
around,57
looks,57
point,57
based,57
that's,57
enough,56
our,56
tried,56
gets,56
said,56
us,55
trying,55
anything,55
As,54
life,54
may,54
all.,53
To,53
funny,53
script,53
understand,53
seems,53
When,53
anyone,53
show,53
fan,53
Just,53
one.,53
year,52
supposed,52
need,52
John,52
done,52
lot,51
terrible,51
different,51
Very,51
used,51
kind,50
left,50
stupid,50
quite,50
star,50
tell,50
disappointed,50
Even,50
times,50
played,50
One,49
always,49
goes,48
without,48
care,48
came,48
reason,47
let,47
received,47
recommend,47
zombie,47
rather,47
boring,46
",",46
both,46
DVD.,46
--,46
zombies,46
She,46
Arc,46
again.,45
went,45
already,45
come,45
hard,45
totally,45
work,45
between,44
problem,44
me.,44
screen,44
VHS,44
order,43
enjoy,43
young,43
getting,43
horrible,43
everything,42
again,42
classic,42
probably,42
use,42
kept,42
entire,42
simply,42
next,42
until,42
this.,42
All,42
main,42
black,42
worse,42
day,42
during,42
turned,41
reviews,41
woman,41
you're,41
absolutely,41
player,41
seen.,41
them.,41
Hollywood,41
idea,41
yet,41
return,41
copy,41
less,40
having,40
seem,40
English,40
instead,40
release,40
thinking,40
That,39
Of,39
Why,39
How,39
THIS,39
person,39
extremely,38
bad.,38
gave,38
music,38
line,38
save,38
either,38
once,38
won't,38
second,38
cannot,38
set,37
itself,37
doing,37
1,37
comes,37
seeing,37
place,37
series,37
says,37
No,37
scary,37
kids,37
"acting,",36
interesting,36
looked,36
name,36
"is,",36
After,36
past,35
effects,35
high,35
historical,35
money.,35
version.,35
guy,35
AND,35
keep,34
huge,34
guess,34
view,34
At,34
wouldn't,33
called,33
"me,",33
maybe,33
three,33
Great,33
took,33
off.,32
piece,32
"this,",32
sense,32
comedy,32
wrong,32
takes,32
playing,32
ordered,32
3,32
paid,32
complete,31
start,31
10,31
lack,31
story.,31
Do,31
able,31
top,31
leave,31
pay,31
told,31
Milla,31
Christian,31
edition,31
games,31
Annie,31
product,31
world,30
on.,30
wonderful,30
here.,30
awful,30
"all,",30
I'll,30
heard,30
happens,30
loved,30
"story,",30
wait,30
shows,30
good.,30
.,29
nor,29
case,29
5,29
minutes.,29
I'd,29
against,29
job,29
dialogue,29
kill,29
poorly,29
favorite,29
transfer,29
released,29
bunch,29
mean,29
"However,",29
purchased,29
well.,29
TV,29
parts,29
truly,29
girl,29
rating,29
God,29
except,28
hate,28
player.,28
obviously,28
sex,28
man,28
bit,28
stop,28
cover,28
IT,28
several,28
talking,28
evil,28
others,28
remember,28
shot,28
lost,28
Joan's,28
son,28
end.,27
movies.,27
though,27
he's,27
better.,27
everyone,27
wasted,27
liked,27
There's,27
felt,27
attempt,27
soundtrack,27
George,27
way.,27
cheap,27
widescreen,27
saying,27
especially,27
hope,27
cut,27
along,27
hours,27
terrible.,26
turn,26
slow,26
excellent,26
life.,26
single,26
rated,26
else,26
written,26
role,26
low,26
American,26
cast,26
screen.,26
aren't,26
certainly,26
20,25
behind,25
rented,25
that.,25
boring.,25
seemed,25
small,25
Only,25
rent,25
"that,",25
threw,25
under,25
children,25
purchase,25
rate,25
portrayal,25
While,25
"good,",25
4,25
portrayed,25
due,25
Alice,25
given,25
each,25
Although,25
TO,25
musical,25
back.,24
Maybe,24
First,24
Was,24
stars,24
beginning,24
five,24
rest,24
fight,24
finally,24
house,24
realize,24
wife,24
buying,24
fans,24
live,24
production,24
out.,24
battle,24
daughter,24
title,24
etc.,24
French,24
subtitles,24
Elmo,24
write,23
sorry,23
mind,23
giving,23
up.,23
ending,23
call,23
perfect,23
using,23
dead,23
fast,23
clearly,23
forward,23
experience,23
add,23
later,23
hated,23
That's,23
MOVIE,23
quality.,23
Michelle,23
hear,23
plays,23
white,23
course,23
class,23
stage,23
Terry,23
total,22
"plot,",22
decided,22
Movie,22
together,22
work.,22
disappointed.,22
fine,22
nice,22
Oh,22
"Well,",22
it!,22
night,22
hell,22
basically,22
"movies,",22
Jovovich,22
death,22
lead,22
Then,22
throughout,22
unless,22
kid,22
child,22
war,22
aspect,22
Rita,22
started,21
means,21
expected,21
awful.,21
friends,21
storyline,21
help,21
decent,21
reading,21
words,21
himself,21
WAS,21
"fact,",21
stuff,21
Billy,21
(and,21
happened,21
DVDs,21
IS,21
taken,21
scared,21
knew,20
Poor,20
couple,20
...,20
movie!,20
wish,20
usually,20
needed,20
Anderson,20
opening,20
performance,20
hoping,20
"time,",20
expect,20
acting.,20
fun,20
major,20
