the,7070
I,4010
to,3426
a,3178
and,3103
it,2403
of,2152
is,1801
this,1471
not,1308
for,1284
in,1283
that,1271
was,1186
on,1119
The,1020
with,998
have,942
my,783
but,744
as,671
you,668
one,630
are,619
be,580
they,529
would,511
had,469
at,451
so,445
from,438
This,435
or,433
It,424
will,394
out,393
just,366
get,347
an,329
use,325
no,323
all,318
up,310
very,307
when,303
if,299
has,298
about,287
only,276
these,276
bought,268
product,266
it.,263
made,262
than,261
them,259
time,256
can,254
were,252
off,249
me,249
like,248
after,240
more,238
work,235
your,235
used,232
buy,230
other,227
back,226
two,222
first,219
do,211
new,209
because,205
plastic,204
by,203
fit,203
saw,199
which,194
does,191
even,191
same,190
what,186
much,185
any,182
blade,181
don't,180
am,178
good,175
water,171
could,170
If,169
2,167
got,165
did,164
it's,163
some,161
into,159
there,157
over,156
Amazon,155
They,155
been,152
quality,149
bit,149
piece,149
never,149
return,148
should,147
too,146
table,146
tool,145
-,142
make,141
purchased,140
now,138
then,138
I'm,137
another,134
put,130
their,129
box,128
didn't,128
way,127
thing,126
years,126
unit,124
set,124
how,122
dust,119
still,118
problem,118
old,117
cut,116
timer,115
After,113
tried,113
well,111
router,111
3,110
better,109
both,107
received,107
item,106
using,106
I've,106
ordered,105
top,105
before,104
Not,104
see,103
money,102
product.,101
want,101
down,101
also,100
months,100
metal,100
came,99
replace,99
need,98
found,97
where,97
1,96
know,96
different,96
really,96
going,95
its,95
When,95
worked,95
right,94
little,94
doesn't,94
last,94
light,94
My,92
bag,91
base,90
since,90
we,89
can't,89
find,89
You,88
drill,87
cheap,87
something,87
go,85
sent,84
bad,84
hold,84
blades,84
waste,84
broke,84
NOT,83
part,83
few,83
work.,82
without,81
fence,81
valve,81
Don't,80
Dewalt,80
So,80
Freud,80
through,79
many,79
filter,79
"it,",78
think,78
great,78
wood,78
won't,78
time.,78
second,77
year,76
less,76
brand,75
purchase,75
motor,74
tools,72
went,72
4,72
several,72
5,72
These,72
installed,71
handle,71
recommend,71
returned,71
take,71
works,71
A,71
sure,71
one.,71
i,71
use.,71
There,71
took,71
replacement,71
thought,70
Delta,69
lot,69
try,69
ever,69
being,68
three,68
buying,68
It's,68
own,68
bits,68
said,68
design,68
enough,67
original,67
started,66
may,66
every,66
inch,66
price,65
again,65
In,65
money.,64
around,64
makes,64
working,64
model,64
told,64
able,63
off.,63
We,63
small,63
read,63
reviews,62
end,62
But,62
keep,62
customer,61
say,61
longer,61
Very,61
almost,60
while,60
screws,60
side,60
send,60
poor,59
power,58
I'll,58
clamp,57
most,57
trying,57
away,57
making,57
turn,56
until,56
screw,56
under,56
Jet,56
might,56
come,56
called,55
And,55
poorly,55
store,55
anything,54
disappointed,53
order,53
stop,53
As,53
big,53
give,53
filters,53
shop,52
service,52
who,52
look,52
arrived,52
actually,51
hours,51
10,51
move,51
junk.,51
plate,51
looked,50
back.,50
couple,50
getting,50
6,50
pay,50
long,50
Now,50
within,50
company,50
replaced,50
20,50
hard,50
fill,50
miter,49
DeWalt,49
why,49
star,49
saw.,49
them.,49
day,48
description,48
stay,48
cost,48
cannot,48
left,48
&,48
parts,48
toilet,48
One,47
worth,47
fine,47
times,47
probably,47
review,47
this.,47
such,47
due,47
pressure,47
noticed,47
hose,47
What,47
easy,46
needed,46
out.,46
size,46
wasn't,46
inside,46
products,45
years.,45
again.,45
level,45
far,45
shipping,45
completely,45
supposed,45
30,44
All,44
weeks,44
case,44
problem.,44
he,43
stopped,43
least,43
all.,43
already,43
clamps,43
sander,42
switch,41
shut,41
days,41
ago,41
says,41
lasted,41
once,41
seems,41
though,41
machine,41
you're,41
nothing,41
steel,41
wouldn't,41
Do,41
failed,40
No,40
fan,40
For,40
package,40
air,40
fit.,40
install,40
bent,40
wanted,40
maybe,39
I'd,39
line,39
holes,39
me.,39
cutting,39
real,39
rubber,39
loose,39
either,39
home,39
local,38
finally,38
half,38
box.,38
hole,38
isn't,38
decided,38
heavy,38
.,38
hardware,38
that's,38
--,38
having,37
always,37
adjustment,37
returning,37
hand,37
Porter,37
someone,37
others,37
support,37
lock,37
instructions,37
whole,37
finish,37
past,36
things,36
junk,36
next,36
open,36
belt,36
high,36
job,36
comes,36
together,36
hammer,36
defective,36
on.,35
each,35
save,35
pretty,35
unless,35
ones,35
thin,35
in.,35
plane,35
pieces,35
IT,34
start,34
Makita,34
extra,34
guess,34
looks,34
sold,34
couldn't,34
must,34
between,34
smaller,34
large,34
tape,34
fix,34
fitting,34
mine,33
manufacturer,33
assembly,33
worst,33
insert,33
instead,33
fact,33
quite,33
looking,33
apart,33
system,33
useless.,32
warranty,32
those,32
expensive,32
paid,32
up.,32
On,32
point,32
control,32
front,32
place,32
run,32
That,32
seem,32
expect,32
week,32
bar,32
ladder,32
adjust,31
month,31
our,31
opened,31
Just,31
"However,",31
gave,31
change,31
Cable,31
during,31
kit,31
needs,31
standard,31
1/2,31
months.,31
THE,31
Amazon.,31
"saw,",30
type,30
quality.,30
missing,30
break,30
knife,30
Intermatic,30
Korky,30
older,29
four,29
happy,29
To,29
well.,29
help,29
wrong,29
believe,29
tool.,29
Had,29
full,29
nice,29
doing,29
entire,29
difficult,29
flat,29
bottom,29
exactly,29
"time,",29
kind,29
repair,29
house,29
reading,28
weight,28
problems,28
broken,28
expected,28
fell,28
useless,28
fits,28
middle,28
blade.,28
tell,28
picture,28
close,28
Chinese,28
best,28
ended,28
push,28
low,28
people,27
easily,27
disappointed.,27
matter,27
anyone,27
sending,27
"use,",27
designed,27
itself,27
bit.,27
rated,27
surface,27
replacing,27
snapped,26
Then,26
seller,26
minutes,26
"product,",26
goes,26
these.,26
AND,26
correct,26
head,26
done,26
tighten,26
edge,26
contact,26
fixed,26
flimsy,26
aluminum,26
thinking,25
similar,25
paper,25
spent,25
check,25
Bought,25
noise,25
packaging,25
number,25
owned,25
black,25
"fine,",25
outside,25
issue,25
larger,25
gets,25
that.,25
carbide,25
together.,25
damaged,25
Home,25
adapter,25
here,25
short,25
levers,25
heater,25
"out,",24
THIS,24
not.,24
brand.,24
turns,24
straight,24
against,24
experience,24
idea,24
impossible,24
manual,24
quickly,24
guide,24
battery,24
provide,24
mobile,24
advertised,24
angle,24
cut.,24
diameter,24
Stanley,24
flush,24
breaker,24
flapper,24
call,23
cover,23
adjustable,23
simply,23
board,23
built,23
item.,23
hoping,23
wish,23
material,23
remove,23
single,23
running,23
feel,23
base.,23
"1/2""",23
Will,23
extremely,23
slightly,23
knob,23
foot,23
"So,",22
name,22
With,22
Milwaukee,22
wasted,22
fine.,22
First,22
"all,",22
slide,22
hope,22
cuts,22
sell,22
vac,22
Bosch,22
door,22
garage,22
used.,22
center,22
Does,22
third,22
dado,22
Would,22
square,22
band,22
"14""",22
stuck,22
"4""",22
jaw,22
tank,22
turned,21
Even,21
today,21
Maybe,21
"bit,",21
unit.,21
else,21
removed,21
attached,21
x,21
clean,21
installing,21
figure,21
15,21
electrical,21
pull,21
WAS,21
yet,21
filter.,21
manufacturing,21
properly,21
lever,21
Did,21
refund,21
pad,21
clock,21
checked,20
later,20
five,20
"this,",20
soon,20
seen,20
adjusting,20
reason,20
mechanism,20
At,20
"great,",20
absolutely,20
saws,20
sanding,20
made.,20
"them,",20
VERY,20
love,20
"one,",20
appears,20
everything,20
serious,20
Fein,20
simple,20
hot,20
cap,20
rough,20
higher,20
flow,20
nearly,20
valves,20
happened,19
reviews.,19
often,19
China.,19
tools.,19
known,19
contacted,19
He,19
"Also,",19
collection,19
"reviews,",19
given,19
rather,19
complete,19
avoid,19
Save,19
kept,19
"years,",19
lost,19
bag.,19
Poor,19
sets,19
degree,19
DO,19
good.,19
threads,19
Both,19
legs,19
refund.,19
project,19
per,19
now.,19
lower,19
allow,19
attach,19
clamping,19
mention,19
Since,19
American,19
TO,19
USA,19
metal.,19
motion,19
electrician,19
water.,19
sensor,19
