the,3393
to,2980
I,2976
a,2119
and,1843
gift,1835
was,1611
it,1550
card,1463
not,1062
for,1025
my,939
of,832
that,811
this,802
on,774
in,728
is,710
Amazon,679
with,641
have,610
had,519
be,493
they,484
but,469
as,437
you,397
The,389
me,375
cards,372
would,358
from,329
an,325
get,319
did,306
so,301
no,298
card.,293
one,283
use,274
received,274
out,269
It,256
sent,250
or,248
at,242
ordered,229
never,226
This,225
when,219
been,208
will,205
could,203
if,197
order,197
it.,194
buy,194
who,194
by,192
time,191
them,189
were,182
just,178
very,172
are,172
all,171
do,167
give,161
didn't,160
got,158
purchase,157
has,156
-,155
said,155
box,154
am,149
up,148
what,148
Christmas,147
her,147
she,146
customer,145
told,144
your,143
day,143
there,142
can,139
because,138
only,136
like,136
he,135
which,135
their,134
after,130
"card,",128
delivered,127
even,127
recipient,125
about,125
message,125
send,123
credit,121
know,121
way,119
don't,119
service,117
Gift,116
email,115
other,115
purchased,112
tried,112
we,111
My,111
amazon,111
gift.,108
still,107
used,107
When,105
should,105
money,105
go,103
another,103
bought,103
So,102
came,101
They,101
days,99
arrived,96
someone,95
i,94
make,93
Not,93
any,92
find,92
then,91
now,90
these,89
birthday,89
back,88
Amazon.,88
I'm,86
how,86
account,85
gave,84
before,83
two,82
called,81
able,81
went,80
code,80
more,79
cards.,79
$50,79
delivery,78
again.,76
2,76
receive,75
disappointed,74
Very,73
without,73
NOT,72
off,71
If,71
person,71
next,71
going,70
than,70
his,68
work,68
through,67
refund,67
What,65
see,65
want,65
No,64
call,64
"it,",64
number,63
good,63
some,63
made,63
something,62
can't,62
until,62
A,62
3,62
work.,61
over,60
sure,60
problem,60
same,60
where,59
me.,59
first,59
many,58
thought,58
Card,57
item,57
phone,57
really,57
since,57
print,56
think,56
She,55
people,54
$100,54
it's,54
does,54
supposed,54
idea,53
wasn't,53
shipping,53
again,52
We,52
new,52
nothing,51
There,50
won't,50
account.,50
them.,50
asked,50
tin,50
too,49
different,49
wanted,49
Christmas.,48
4,48
But,48
much,47
cannot,47
balance,47
.,47
son,46
our,46
