the,1877
and,1441
to,1280
I,1141
a,1120
for,765
it,648
of,632
is,563
in,551
my,541
this,466
on,466
you,420
with,407
was,394
have,389
as,351
are,313
that,293
The,247
great,238
but,234
very,228
good,224
book,209
not,204
This,195
It,187
what,181
they,170
car,168
has,167
so,166
battery,166
be,163
Great,161
will,160
manual,157
just,156
one,145
your,144
these,142
or,141
had,141
them,138
all,136
when,133
like,133
at,129
do,128
use,126
from,125
cables,123
can,122
would,118
well,117
me,116
i,116
need,115
if,111
Haynes,104
used,103
than,103
get,102
bought,99
about,97
more,93
work,91
out,90
quality,89
new,87
some,83
Very,83
repair,83
buy,82
works,82
no,81
an,81
we,81
Good,78
needed,78
up,76
were,76
price,76
any,75
it.,72
by,72
much,72
over,72
They,72
product,71
been,70
time,70
recommend,70
other,70
got,69
vehicle,69
old,68
little,68
how,66
These,66
don't,66
easy,65
A,64
My,64
long,63
-,60
am,59
nice,59
I'm,58
car.,58
manuals,58
came,57
really,57
I've,57
If,57
It's,56
worked,55
only,55
know,54
after,54
great.,54
power,54
own,52
Just,51
he,51
his,51
love,51
now,51
our,51
even,51
help,50
right,50
always,49
many,49
make,49
exactly,49
put,48
could,48
repairs,48
made,47
last,46
sure,45
book.,45
still,45
their,45
them.,45
lot,45
We,44
find,44
which,44
because,44
perfect,44
looks,44
Works,44
everything,43
back,43
heavy,43
does,43
happy,43
able,42
most,42
every,42
information,42
maintenance,41
fast,41
better,41
who,41
it's,41
batteries,41
ordered,40
off,40
Thank,40
arrived,39
looking,39
years,38
manual.,37
found,37
anyone,37
As,36
keep,36
enough,36
year,36
2,36
purchased,36
go,36
then,36
jumper,36
around,35
into,35
first,35
having,35
well.,35
charge,35
pictures,34
step,34
things,34
truck,34
want,33
cable,33
through,33
"it,",33
doing,33
set,33
jump,33
again.,32
best,32
3,32
going,32
before,32
two,32
service,32
purchase,32
look,32
also,31
there,31
did,31
You,31
time.,31
job,31
being,31
received,31
worth,31
come,30
replacement,30
money,30
Perfect,30
Excellent,30
4,30
THE,30
few,29
length,29
far,29
price.,29
wheels,29
sticker,29
take,28
must,28
never,28
its,28
working,28
saved,28
excellent,28
battery.,28
So,27
small,27
using,27
engine,27
parts,27
&,27
mechanic,27
son,27
didn't,27
save,27
quality.,27
Power,27
wanted,26
since,26
should,26
several,26
ever,26
different,26
quick,26
without,26
expected.,26
high,26
down,25
getting,25
original,25
info,25
No,25
kids,25
Bought,25
duty,25
each,24
pleased,24
big,24
once,24
way,24
same,24
product.,24
too,24
item,24
run,24
shipping,24
cables.,24
fit,24
Looks,24
pad,24
tools,23
detailed,23
He,23
where,23
pen,23
pretty,23
another,23
think,23
gauge,23
side,23
AND,23
described,23
After,23
fun,23
monkeys,23
start,22
oil,22
use.,22
again,22
Love,22
less,22
you're,22
something,22
condition.,22
problems,22
makes,22
replace,22
home,22
her,22
color,22
great!,22
loves,22
Came,22
jeep,22
toy,22
needed.,21
order,21
bike,21
handy,21
times,21
quickly,21
done,21
vehicle.,21
